subject;predicate;object;0/1,
http://dbpedia.org/resource/Mike_Paterson;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Algorithm;1,
http://dbpedia.org/resource/Mona_Lynch;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Sociology_of_law;1,
http://dbpedia.org/resource/Robin_Engel;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Racial_profiling;1,
http://dbpedia.org/resource/John_C._Crabbe;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Model_organism;1,
http://dbpedia.org/resource/Charles_Geschke;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Adobe_Inc.;1,
http://dbpedia.org/resource/Charles_Geschke;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/PostScript;1,
http://dbpedia.org/resource/Frank_Wilczek;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Quantum_chromodynamics;1,
http://dbpedia.org/resource/Frank_Wilczek;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Particle_statistics;1,
http://dbpedia.org/resource/Frank_Wilczek;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Asymptotic_freedom;1,
http://dbpedia.org/resource/Frank_Wilczek;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Axion;1,
http://dbpedia.org/resource/Gordon_Moore;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Gordon_and_Betty_Moore_Foundation;1,
http://dbpedia.org/resource/Gordon_Moore;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Intel;1,
http://dbpedia.org/resource/Gordon_Moore;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Moore's_law;1,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Roman_ring;1,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Gravitational_wave;1,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Gravitation_(book);1,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/LIGO;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Advanced_Debugger;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/ACM_Queue;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/ALGOL_68C;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/The_Unix_System;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Bourne_shell;1,
http://dbpedia.org/resource/Stephen_R._Bourne;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Cambridge_Algebra_System;1,
http://dbpedia.org/resource/June_Lloyd,_Baroness_Lloyd_of_Highbury;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Royal_College_of_Paediatrics_and_Child_Health;1
http://dbpedia.org/resource/June_Lloyd,_Baroness_Lloyd_of_Highbury;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Lipid_metabolism;1
http://dbpedia.org/resource/June_Lloyd,_Baroness_Lloyd_of_Highbury;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Metabolic_disorder;1
http://dbpedia.org/resource/Kenneth_G._Wilson;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Wilson_loop;1,
http://dbpedia.org/resource/Kenneth_G._Wilson;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Renormalization_group;1,
http://dbpedia.org/resource/Kenneth_G._Wilson;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Phase_transition;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Common_Lisp;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Lucid_Inc.;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Semantic_network;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Neural_network;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Automated_planning_and_scheduling;1,
http://dbpedia.org/resource/Scott_Fahlman;http://dbpedia.org/ontology/knownFor;http://dbpedia.org/resource/Dylan_(programming_language);1,
