subject;predicate;object;0/1,
http://dbpedia.org/resource/Charlie_Bartlett;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Sidney_Kimmel;1,
http://dbpedia.org/resource/Charlie_Bartlett;http://dbpedia.org/property/producer;http://dbpedia.org/resource/David_Permut;1,
http://dbpedia.org/resource/Charlie_Bartlett;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Jay_Roach;1,
http://dbpedia.org/resource/Checking_Out_(1989_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Denis_O'Brien_(producer);1,
http://dbpedia.org/resource/Checking_Out_(1989_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/George_Harrison;1,
http://dbpedia.org/resource/Chip_an'_Dale;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Walt_Disney;1,
http://dbpedia.org/resource/Command_Decision_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Sidney_Franklin_(director);1,
http://dbpedia.org/resource/Command_Decision_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Gottfried_Reinhardt;1,
http://dbpedia.org/resource/Commandos_Strike_at_Dawn;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Sam_Wood;1,
http://dbpedia.org/resource/Conflict_(1936_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Trem_Carr;1,
http://dbpedia.org/resource/Cry_'Havoc'_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Edwin_H._Knopf;1,
http://dbpedia.org/resource/Double_Dribble_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Walt_Disney;1,
http://dbpedia.org/resource/Double_or_Nothing_(1937_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Benjamin_Glazer;1,
http://dbpedia.org/resource/Dr._Renault's_Secret;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Sol_M._Wurtzel;1,
http://dbpedia.org/resource/Eastern_Condors;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Jeffrey_Lau;1,
http://dbpedia.org/resource/Eastern_Condors;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Leonard_Ho;1,
http://dbpedia.org/resource/Eastern_Condors;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Wu_Ma;1,
http://dbpedia.org/resource/Eastern_Condors;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Corey_Yuen;1,
http://dbpedia.org/resource/Elegy_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Tom_Rosenberg;1,
http://dbpedia.org/resource/Elegy_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Gary_Lucchesi;1,
http://dbpedia.org/resource/Force_of_Arms;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Anthony_Veiller;1,
http://dbpedia.org/resource/Funny_Girl_(film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Ray_Stark;1,
http://dbpedia.org/resource/Futurama:_Bender's_Game;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Claudia_Katz;1,
http://dbpedia.org/resource/Futurama:_Into_the_Wild_Green_Yonder;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Claudia_Katz;1,
http://dbpedia.org/resource/Futurama:_The_Beast_with_a_Billion_Backs;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Claudia_Katz;1,
http://dbpedia.org/resource/Garfield_Gets_Real;http://dbpedia.org/property/producer;http://dbpedia.org/resource/John_Davis_(producer);1,
http://dbpedia.org/resource/God's_Gun;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Menahem_Golan;1,
http://dbpedia.org/resource/Gypsies_Are_Found_Near_Heaven;http://dbpedia.org/property/producer;http://dbpedia.org/resource/Mosfilm;1,
http://dbpedia.org/resource/Hard_Cash_(2002_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Randall_Emmett;1,
http://dbpedia.org/resource/Hard_Cash_(2002_film);http://dbpedia.org/property/producer;http://dbpedia.org/resource/Emmett/Furla_Oasis;1,
