subject;predicate;object;0/1,
http://dbpedia.org/resource/Futurama:_Into_the_Wild_Green_Yonder;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/The_ULULU_Company;1,
http://dbpedia.org/resource/Futurama:_Into_the_Wild_Green_Yonder;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Rough_Draft_Studios;1,
http://dbpedia.org/resource/Futurama:_The_Beast_with_a_Billion_Backs;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/The_ULULU_Company;1,
http://dbpedia.org/resource/Futurama:_The_Beast_with_a_Billion_Backs;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Rough_Draft_Studios;1,
http://dbpedia.org/resource/Garfield_Gets_Real;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Paws,_Inc.;1
http://dbpedia.org/resource/Garfield_Gets_Real;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Davis_Entertainment;1,
http://dbpedia.org/resource/Gloria_(1999_American_film);http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Mandalay_Entertainment;1,
http://dbpedia.org/resource/God's_Gun;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/The_Cannon_Group,_Inc.;1
http://dbpedia.org/resource/Gypsies_Are_Found_Near_Heaven;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Mosfilm;1,
http://dbpedia.org/resource/Hard_Cash_(2002_film);http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Emmett/Furla_Oasis;1,
http://dbpedia.org/resource/Haunted_Gold;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Warner_Bros._Cartoons;1,
http://dbpedia.org/resource/Homecoming_(1928_film);http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/UFA_GmbH;1,
http://dbpedia.org/resource/Hurricane_(1979_film);http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Dino_De_Laurentiis;1,
http://dbpedia.org/resource/I_Cover_the_War!;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Universal_Pictures;1,
http://dbpedia.org/resource/Idol_of_the_Crowds;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Universal_Pictures;1,
http://dbpedia.org/resource/In_the_Valley_of_Elah;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/NALA_Films;1,
http://dbpedia.org/resource/Jeet_(1996_film);http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Nadiadwala_Grandson_Entertainment;1,
http://dbpedia.org/resource/Kismat_Konnection;http://dbpedia.org/ontology/productionCompany;http://dbpedia.org/resource/Tips_Industries;1,
