subject;predicate;object;0/1,
http://dbpedia.org/resource/Majhighariani_Institute_of_Technology_and_Science;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Odisha;1,
http://dbpedia.org/resource/North-West_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Mahikeng;1,
http://dbpedia.org/resource/North-West_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Vanderbijlpark;1,
http://dbpedia.org/resource/North-West_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Potchefstroom;1,
http://dbpedia.org/resource/Sharda_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Greater_Noida;1,
http://dbpedia.org/resource/Swathi_Thirunal_College_of_Music;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Thiruvananthapuram;1,
http://dbpedia.org/resource/Universidad_Regiomontana;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Monterrey;1,
http://dbpedia.org/resource/University_of_Belgrade_Faculty_of_Security_Studies;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Belgrade;1,
http://dbpedia.org/resource/University_of_the_Arts_London;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/London;1,
http://dbpedia.org/resource/Awadhesh_Pratap_Singh_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/Rewa,_Madhya_Pradesh;1
http://dbpedia.org/resource/Awadhesh_Pratap_Singh_University;http://dbpedia.org/ontology/city;http://dbpedia.org/resource/India;1,
