subject;predicate;object;0/1,
http://dbpedia.org/resource/Aberystwyth_University;http://dbpedia.org/property/type;http://dbpedia.org/resource/Research_university;0,
http://dbpedia.org/resource/Abhilashi_University;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Abia_State_College_of_Education_(Technical);http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Abubakar_Tafawa_Balewa_University;http://dbpedia.org/property/type;http://dbpedia.org/resource/Research_university;0,
http://dbpedia.org/resource/Academy_of_Maritime_Education_and_Training;http://dbpedia.org/property/type;http://dbpedia.org/resource/Research_university;0,
http://dbpedia.org/resource/Accra_Institute_of_Technology;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Acharya_N._G._Ranga_Agricultural_University;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Acharya_Nagarjuna_University;http://dbpedia.org/property/type;http://dbpedia.org/resource/Research_university;0,
http://dbpedia.org/resource/Acharya_Narendra_Dev_College;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Achhruram_Memorial_College;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
http://dbpedia.org/resource/Adamawa_State_College_of_Education;http://dbpedia.org/property/type;http://dbpedia.org/resource/Private_university;0,
