subject;predicate;object;0/1,
http://dbpedia.org/resource/Ray_Jayawardhana;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Denver;0,
http://dbpedia.org/resource/John_C._Crabbe;http://dbpedia.org/property/education;http://dbpedia.org/resource/Carnegie_Mellon_University;0,
http://dbpedia.org/resource/Ralph_E._Comstock;http://dbpedia.org/property/education;http://dbpedia.org/resource/Ohio_State_University;0,
http://dbpedia.org/resource/Kenneth_G._Wilson;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Cambridge;0,
http://dbpedia.org/resource/George_C._Clerk;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Illinois_Urbana-Champaign;0,
http://dbpedia.org/resource/Allan_Horwitz;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_London;0,
http://dbpedia.org/resource/Walter_Hayman;http://dbpedia.org/property/education;http://dbpedia.org/resource/Purdue_University;0,
http://dbpedia.org/resource/David_Keightley;http://dbpedia.org/property/education;http://dbpedia.org/resource/New_Mexico_State_University;0,
http://dbpedia.org/resource/Leonard_Pearlin;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Chicago;0,
http://dbpedia.org/resource/Gordon_Moore;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Michigan;0,
http://dbpedia.org/resource/James_Unnever;http://dbpedia.org/property/education;http://dbpedia.org/resource/Johns_Hopkins_University;0,
http://dbpedia.org/resource/David_Keightley;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Santa_Cruz;0
http://dbpedia.org/resource/K._Daniel_O'Leary;http://dbpedia.org/property/education;http://dbpedia.org/resource/Harvard_University;0,
http://dbpedia.org/resource/Gilbert_Gee;http://dbpedia.org/property/education;http://dbpedia.org/resource/Princeton_University;0,
http://dbpedia.org/resource/George_C._Clerk;http://dbpedia.org/property/education;http://dbpedia.org/resource/Stanford_University;0,
http://dbpedia.org/resource/Leo_Postman;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Berkeley;0
http://dbpedia.org/resource/Meike_Bartels;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Minnesota;0,
http://dbpedia.org/resource/Irwin_Hyman;http://dbpedia.org/property/education;http://dbpedia.org/resource/Duke_University;0,
http://dbpedia.org/resource/Megan_Schwamb;http://dbpedia.org/property/education;http://dbpedia.org/resource/Massachusetts_Institute_of_Technology;0,
http://dbpedia.org/resource/Xiaowei_Zhuang;http://dbpedia.org/property/education;http://dbpedia.org/resource/California_Institute_of_Technology;0,
http://dbpedia.org/resource/Matthias_Felleisen;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Cambridge;0,
http://dbpedia.org/resource/June_Lloyd,_Baroness_Lloyd_of_Highbury;http://dbpedia.org/property/education;http://dbpedia.org/resource/Dickinson_College;0
http://dbpedia.org/resource/Leonard_Pearlin;http://dbpedia.org/property/education;http://dbpedia.org/resource/Wells_College;0,
http://dbpedia.org/resource/Yves_Meyer;http://dbpedia.org/property/education;http://dbpedia.org/resource/King's_College_London;0,
http://dbpedia.org/resource/Kip_Thorne;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Strasbourg;0,
http://dbpedia.org/resource/Douglas_Easton;http://dbpedia.org/property/education;http://dbpedia.org/resource/Rutgers_University;0,
http://dbpedia.org/resource/Vincenzo_Di_Nicola;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_California,_Berkeley;0
http://dbpedia.org/resource/Donald_Hopkins;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Oklahoma;0,
http://dbpedia.org/resource/Irwin_Hyman;http://dbpedia.org/property/education;http://dbpedia.org/resource/McGill_University;0,
http://dbpedia.org/resource/Gordon_Moore;http://dbpedia.org/property/education;http://dbpedia.org/resource/University_of_Minnesota;0,
