subject;predicate;object;0/1,
http://dbpedia.org/resource/Lawless_Cowboys;http://dbpedia.org/property/director;http://dbpedia.org/resource/Walter_Lang;0,
http://dbpedia.org/resource/Gidget_Goes_to_Rome;http://dbpedia.org/property/director;http://dbpedia.org/resource/Alan_Crosland;0,
http://dbpedia.org/resource/The_Sign_of_Four_(1932_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Paul_Wendkos;0,
http://dbpedia.org/resource/Intimate_Confessions_of_a_Chinese_Courtesan;http://dbpedia.org/property/director;http://dbpedia.org/resource/Lewis_D._Collins;0,
http://dbpedia.org/resource/Northwest_Territory_(film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Clyde_Geronimi;0,
http://dbpedia.org/resource/Defendor;http://dbpedia.org/property/director;http://dbpedia.org/resource/Lloyd_Bacon;0,
http://dbpedia.org/resource/Panjaa;http://dbpedia.org/property/director;http://dbpedia.org/resource/Sajid_Khan_(director);0,
http://dbpedia.org/resource/Underground_(1941_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Slatan_Dudow;0,
http://dbpedia.org/resource/Affectionately_Yours;http://dbpedia.org/property/director;http://dbpedia.org/resource/Peter_Stebbings;0,
http://dbpedia.org/resource/Action_Jackson_(1988_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Rod_Daniel;0,
http://dbpedia.org/resource/The_Stranger_(1946_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Vishnuvardhan_(director);0,
http://dbpedia.org/resource/Ship_Ahoy;http://dbpedia.org/property/director;http://dbpedia.org/resource/Otto_Brower;0,
http://dbpedia.org/resource/The_Adventures_of_Hajji_Baba;http://dbpedia.org/property/director;http://dbpedia.org/resource/Maury_Dexter;0,
http://dbpedia.org/resource/Iron_Maiden:_Flight_666;http://dbpedia.org/property/director;http://dbpedia.org/resource/Jack_King_(animator);0,
http://dbpedia.org/resource/Beethoven's_2nd_(film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Roy_William_Neill;0,
http://dbpedia.org/resource/Tiyanaks;http://dbpedia.org/property/director;http://dbpedia.org/resource/Alfred_Vohrer;0,
http://dbpedia.org/resource/Two_Sisters_from_Boston;http://dbpedia.org/property/director;http://dbpedia.org/resource/Maurice_Elvey;0,
http://dbpedia.org/resource/Lily_of_Killarney_(1934_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Bernard_Vorhaus;0,
http://dbpedia.org/resource/Yeto_Vellipoyindhi_Manasu;http://dbpedia.org/property/director;http://dbpedia.org/resource/Jack_Kinney;0,
http://dbpedia.org/resource/So_Much_for_So_Little;http://dbpedia.org/property/director;http://dbpedia.org/resource/Alfred_Vohrer;0,
http://dbpedia.org/resource/House_of_the_Damned_(1963_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/R._Krishnamoorthy;0,
http://dbpedia.org/resource/Im_Banne_des_Unheimlichen;http://dbpedia.org/property/director;http://dbpedia.org/resource/Gautham_Vasudev_Menon;0,
http://dbpedia.org/resource/Highway_West;http://dbpedia.org/property/director;http://dbpedia.org/resource/Henry_Koster;0,
http://dbpedia.org/resource/Legend_(2014_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Laurence_Olivier;0,
http://dbpedia.org/resource/Lady_Tubbs;http://dbpedia.org/property/director;http://dbpedia.org/resource/Don_Weis;0,
http://dbpedia.org/resource/Little_Tokyo,_U.S.A.;http://dbpedia.org/property/director;http://dbpedia.org/resource/Kaushik_Ghatak;0
http://dbpedia.org/resource/Carlton-Browne_of_the_F.O.;http://dbpedia.org/property/director;http://dbpedia.org/resource/Hans_Steinhoff;0,
http://dbpedia.org/resource/Kuhle_Wampe;http://dbpedia.org/property/director;http://dbpedia.org/resource/Edward_Buzzell;0,
http://dbpedia.org/resource/Alpine_Antics_(1936_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Steve_Sekely;0,
http://dbpedia.org/resource/Henry_V_(1944_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Mark_A._Reyes;0,
http://dbpedia.org/resource/Deivapiravi_(1985_film);http://dbpedia.org/property/director;http://dbpedia.org/resource/Priyadarshan;0,
http://dbpedia.org/resource/Heyy_Babyy;http://dbpedia.org/property/director;http://dbpedia.org/resource/Boyapati_Srinu;0,
